"Matricula";"Ano";"Turma";"Horario";"Professor";"Codigo_curso";"Curso";"Prova";"Questao";"Acertou";"Nome.questao";"arquivos";"Numero.prova"
120135949;2012;"EA";"18-21";"JHAMES MATOS";"07609";"Outros";19091800517;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_10.pdf";1
130046523;2013;"CC";"14-16";"EDUARDO YOSHIO";"01449";"Outros";19091800386;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_18.pdf";1
130055450;2013;"BB";"10/dez";"THAIS CARVALHO";"60844";"Engenharia Química";19091800209;1;FALSE;"03_probabilidade_total_05.Rnw";"Solucao_BB_26.pdf";1
130130435;2013;"BA";"10/dez";"JOSE AUGUSTO";"06254";"Engenharia Ambiental";19091800168;1;TRUE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_43.pdf";1
130142531;2013;"BA";"10/dez";"JOSE AUGUSTO";"01112";"Administração";19091800136;1;FALSE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_11.pdf";1
140022988;2014;"AA";"08/out";"CIRA ETHEOWALDA";"01368";"Outros";19091800043;1;FALSE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_43.pdf";1
140023861;2014;"DA";"16-18";"LUCAS MOREIRA";"06289";"Outros";19091800438;1;FALSE;"06_distribuicao_binomial_07.Rnw";"Solucao_DA_10.pdf";1
140023992;2014;"BA";"10/dez";"JOSE AUGUSTO";"06254";"Engenharia Ambiental";19091800155;1;TRUE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_30.pdf";1
140026291;2014;"CC";"14-16";"EDUARDO YOSHIO";"01449";"Outros";19091800398;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_30.pdf";1
140028536;2014;"CC";"14-16";"EDUARDO YOSHIO";"06335";"Engenharia Elétrica";19091800402;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_34.pdf";1
140031065;2014;"EA";"18-21";"JHAMES MATOS";"01899";"Outros";19091800548;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_41.pdf";1
140137734;2014;"BB";"10/dez";"THAIS CARVALHO";"06254";"Engenharia Ambiental";19091800215;1;TRUE;"03_probabilidade_total_05.Rnw";"Solucao_BB_32.pdf";1
140164634;2014;"CC";"14-16";"EDUARDO YOSHIO";"01341";"Engenharia de Computação";19091800413;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_45.pdf";1
140173633;2014;"EA";"18-21";"JHAMES MATOS";"04529";"Outros";19091800544;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_37.pdf";1
150005903;2015;"DA";"16-18";"LUCAS MOREIRA";"06289";"Outros";19091800440;1;FALSE;"06_distribuicao_binomial_07.Rnw";"Solucao_DA_12.pdf";1
150007353;2015;"EA";"18-21";"JHAMES MATOS";"01899";"Outros";19091800547;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_40.pdf";1
150115318;2015;"BA";"10/dez";"JOSE AUGUSTO";"08150";"Administração";19091800153;1;TRUE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_28.pdf";1
150117167;2015;"AB";"08/out";"ROBERTO VILA";"08362";"Outros";19091800117;1;FALSE;"04_teorema_Bayes_10.Rnw";"Solucao_AB_55.pdf";1
150121474;2015;"CC";"14-16";"EDUARDO YOSHIO";"01589";"Outros";19091800395;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_27.pdf";1
150131721;2015;"EA";"18-21";"JHAMES MATOS";"06017";"Engenharia De Produção";19091800556;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_49.pdf";1
150132701;2015;"CB";"14-16";"LUCAS MOREIRA";"06254";"Engenharia Ambiental";19091800311;1;TRUE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_03.pdf";1
150142773;2015;"AA";"08/out";"CIRA ETHEOWALDA";"01589";"Outros";19091800025;1;TRUE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_25.pdf";1
150147571;2015;"DA";"16-18";"LUCAS MOREIRA";"06254";"Engenharia Ambiental";19091800452;1;TRUE;"06_distribuicao_binomial_07.Rnw";"Solucao_DA_24.pdf";1
160007640;2016;"AA";"08/out";"CIRA ETHEOWALDA";"03221";"Ciências Econômicas";19091800019;1;FALSE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_19.pdf";1
160010055;2016;"DA";"16-18";"LUCAS MOREIRA";"01368";"Outros";19091800442;1;FALSE;"06_distribuicao_binomial_07.Rnw";"Solucao_DA_14.pdf";1
160012775;2016;"CC";"14-16";"EDUARDO YOSHIO";"01449";"Outros";19091800426;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_58.pdf";1
160015243;2016;"AA";"08/out";"CIRA ETHEOWALDA";"01325";"Outros";19091800028;1;TRUE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_28.pdf";1
160020522;2016;"AB";"08/out";"ROBERTO VILA";"01449";"Outros";19091800102;1;FALSE;"04_teorema_Bayes_10.Rnw";"Solucao_AB_40.pdf";1
160028001;2016;"BB";"10/dez";"THAIS CARVALHO";"06424";"Engenharia Mecânica";19091800231;1;TRUE;"03_probabilidade_total_05.Rnw";"Solucao_BB_48.pdf";1
160029864;2016;"AA";"08/out";"CIRA ETHEOWALDA";"03221";"Ciências Econômicas";19091800053;1;TRUE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_53.pdf";1
160032326;2016;"BA";"10/dez";"JOSE AUGUSTO";"08516";"Ciências Contábeis";19091800164;1;TRUE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_39.pdf";1
160047579;2016;"EA";"18-21";"JHAMES MATOS";"06017";"Engenharia De Produção";19091800523;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_16.pdf";1
160048265;2016;"AA";"08/out";"CIRA ETHEOWALDA";"03221";"Ciências Econômicas";19091800047;1;FALSE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_47.pdf";1
160050936;2016;"EA";"18-21";"JHAMES MATOS";"03221";"Ciências Econômicas";19091800546;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_39.pdf";1
160068177;2016;"EA";"18-21";"JHAMES MATOS";"06254";"Engenharia Ambiental";19091800529;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_22.pdf";1
160085055;2016;"BB";"10/dez";"THAIS CARVALHO";"01741";"Engenharia de Computação";19091800210;1;FALSE;"03_probabilidade_total_05.Rnw";"Solucao_BB_27.pdf";1
160110891;2016;"CB";"14-16";"LUCAS MOREIRA";"06521";"Outros";19091800325;1;TRUE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_17.pdf";1
160114446;2016;"CC";"14-16";"EDUARDO YOSHIO";"06254";"Engenharia Ambiental";19091800422;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_54.pdf";1
160114713;2016;"DA";"16-18";"LUCAS MOREIRA";"06254";"Engenharia Ambiental";19091800503;1;FALSE;"06_distribuicao_binomial_07.Rnw";"Solucao_DB_44.pdf";1
160117208;2016;"EA";"18-21";"JHAMES MATOS";"01899";"Outros";19091800559;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_52.pdf";1
160117666;2016;"BB";"10/dez";"THAIS CARVALHO";"06254";"Engenharia Ambiental";19091800229;1;FALSE;"03_probabilidade_total_05.Rnw";"Solucao_BB_46.pdf";1
160123453;2016;"AB";"08/out";"ROBERTO VILA";"01589";"Outros";19091800087;1;FALSE;"04_teorema_Bayes_10.Rnw";"Solucao_AB_25.pdf";1
160125073;2016;"CA";"14-16";"ANDRE LUIZ";"06912";"Ciências Contábeis";19091800273;1;TRUE;"09_distribuicao_poisson_05.Rnw";"Solucao_CA_29.pdf";1
160126029;2016;"BB";"10/dez";"THAIS CARVALHO";"06254";"Engenharia Ambiental";19091800228;1;FALSE;"03_probabilidade_total_05.Rnw";"Solucao_BB_45.pdf";1
160128331;2016;"DB";"16-18";"LUCAS MOREIRA";"01856";"Ciência da Computação";19091800492;1;TRUE;"02_propriedade_probabilidade_10.Rnw";"Solucao_DB_33.pdf";1
160136555;2016;"CB";"14-16";"LUCAS MOREIRA";"01449";"Outros";19091800336;1;TRUE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_28.pdf";1
160144647;2016;"BA";"10/dez";"JOSE AUGUSTO";"01741";"Engenharia de Computação";19091800130;1;TRUE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_05.pdf";1
160146186;2016;"AB";"08/out";"ROBERTO VILA";"06254";"Engenharia Ambiental";19091800071;1;FALSE;"04_teorema_Bayes_10.Rnw";"Solucao_AB_09.pdf";1
160147140;2016;"DB";"16-18";"LUCAS MOREIRA";"01899";"Outros";19091800461;1;TRUE;"02_propriedade_probabilidade_10.Rnw";"Solucao_DB_02.pdf";1
160147620;2016;"BA";"10/dez";"JOSE AUGUSTO";"06351";"Engenharia De Redes De Comunicação";19091800134;1;FALSE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_09.pdf";1
160152194;2016;"CA";"14-16";"ANDRE LUIZ";"06351";"Engenharia De Redes De Comunicação";19091800251;1;FALSE;"09_distribuicao_poisson_05.Rnw";"Solucao_CA_07.pdf";1
160152470;2016;"BA";"10/dez";"JOSE AUGUSTO";"06220";"Engenharia Civil";19091800171;1;TRUE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_46.pdf";1
160152526;2016;"DA";"16-18";"LUCAS MOREIRA";"06254";"Engenharia Ambiental";19091800445;1;FALSE;"06_distribuicao_binomial_07.Rnw";"Solucao_DA_17.pdf";1
160153816;2016;"AB";"08/out";"ROBERTO VILA";"06131";"Outros";19091800088;1;FALSE;"04_teorema_Bayes_10.Rnw";"Solucao_AB_26.pdf";1
170004457;2017;"CA";"14-16";"ANDRE LUIZ";"06297";"Outros";19091800304;1;FALSE;"09_distribuicao_poisson_05.Rnw";"Solucao_CA_60.pdf";1
170008517;2017;"BA";"10/dez";"JOSE AUGUSTO";"01236";"Outros";19091800146;1;TRUE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_21.pdf";1
170009581;2017;"DA";"16-18";"LUCAS MOREIRA";"06254";"Engenharia Ambiental";19091800453;1;FALSE;"06_distribuicao_binomial_07.Rnw";"Solucao_DA_25.pdf";1
170010465;2017;"AB";"08/out";"ROBERTO VILA";"06254";"Engenharia Ambiental";19091800105;1;FALSE;"04_teorema_Bayes_10.Rnw";"Solucao_AB_43.pdf";1
170010741;2017;"EA";"18-21";"JHAMES MATOS";"06017";"Engenharia De Produção";19091800522;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_15.pdf";1
170012212;2017;"CB";"14-16";"LUCAS MOREIRA";"06220";"Engenharia Civil";19091800327;1;FALSE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_19.pdf";1
170012506;2017;"BB";"10/dez";"THAIS CARVALHO";"01741";"Engenharia de Computação";19091800237;1;FALSE;"03_probabilidade_total_05.Rnw";"Solucao_BB_54.pdf";1
170013367;2017;"BB";"10/dez";"THAIS CARVALHO";"01741";"Engenharia de Computação";19091800197;1;TRUE;"03_probabilidade_total_05.Rnw";"Solucao_BB_14.pdf";1
170013936;2017;"BA";"10/dez";"JOSE AUGUSTO";"01236";"Outros";19091800152;1;TRUE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_27.pdf";1
170014410;2017;"BB";"10/dez";"THAIS CARVALHO";"01589";"Outros";19091800196;1;TRUE;"03_probabilidade_total_05.Rnw";"Solucao_BB_13.pdf";1
170015734;2017;"AB";"08/out";"ROBERTO VILA";"06254";"Engenharia Ambiental";19091800072;1;TRUE;"04_teorema_Bayes_10.Rnw";"Solucao_AB_10.pdf";1
170016846;2017;"AA";"08/out";"CIRA ETHEOWALDA";"03221";"Ciências Econômicas";19091800015;1;FALSE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_15.pdf";1
170016943;2017;"CA";"14-16";"ANDRE LUIZ";"06424";"Engenharia Mecânica";19091800276;1;TRUE;"09_distribuicao_poisson_05.Rnw";"Solucao_CA_32.pdf";1
170020509;2017;"CB";"14-16";"LUCAS MOREIRA";"06017";"Engenharia De Produção";19091800364;1;TRUE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_56.pdf";1
170033236;2017;"BA";"10/dez";"JOSE AUGUSTO";"01112";"Administração";19091800163;1;TRUE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_38.pdf";1
170045129;2017;"EA";"18-21";"JHAMES MATOS";"03221";"Ciências Econômicas";19091800554;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_47.pdf";1
170050084;2017;"EA";"18-21";"JHAMES MATOS";"01856";"Ciência da Computação";19091800518;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_11.pdf";1
170050840;2017;"DA";"16-18";"LUCAS MOREIRA";"06254";"Engenharia Ambiental";19091800455;1;FALSE;"06_distribuicao_binomial_07.Rnw";"Solucao_DA_27.pdf";1
170056660;2017;"CC";"14-16";"EDUARDO YOSHIO";"01147";"Outros";19091800421;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_53.pdf";1
170057691;2017;"EA";"18-21";"JHAMES MATOS";"06017";"Engenharia De Produção";19091800537;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_30.pdf";1
170063666;2017;"DB";"16-18";"LUCAS MOREIRA";"01856";"Ciência da Computação";19091800465;1;TRUE;"02_propriedade_probabilidade_10.Rnw";"Solucao_DB_06.pdf";1
170064255;2017;"BB";"10/dez";"THAIS CARVALHO";"03221";"Ciências Econômicas";19091800188;1;TRUE;"03_probabilidade_total_05.Rnw";"Solucao_BB_05.pdf";1
170070662;2017;"AA";"08/out";"CIRA ETHEOWALDA";"08885";"Outros";19091800003;1;TRUE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_03.pdf";1
170071332;2017;"BB";"10/dez";"THAIS CARVALHO";"01741";"Engenharia de Computação";19091800185;1;FALSE;"03_probabilidade_total_05.Rnw";"Solucao_BB_02.pdf";1
170071804;2017;"EA";"18-21";"JHAMES MATOS";"01899";"Outros";19091800508;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_01.pdf";1
170072291;2017;"CA";"14-16";"ANDRE LUIZ";"06912";"Ciências Contábeis";19091800274;1;TRUE;"09_distribuicao_poisson_05.Rnw";"Solucao_CA_30.pdf";1
170078591;2017;"AA";"08/out";"CIRA ETHEOWALDA";"03221";"Ciências Econômicas";19091800046;1;FALSE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_46.pdf";1
170079007;2017;"EA";"18-21";"JHAMES MATOS";"06017";"Engenharia De Produção";19091800520;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_13.pdf";1
170079813;2017;"CC";"14-16";"EDUARDO YOSHIO";"06351";"Engenharia De Redes De Comunicação";19091800397;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_29.pdf";1
170080111;2017;"CC";"14-16";"EDUARDO YOSHIO";"01325";"Outros";19091800427;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_59.pdf";1
170098699;2017;"BA";"10/dez";"JOSE AUGUSTO";"06254";"Engenharia Ambiental";19091800166;1;TRUE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_41.pdf";1
170098893;2017;"EA";"18-21";"JHAMES MATOS";"06254";"Engenharia Ambiental";19091800532;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_25.pdf";1
170099695;2017;"DA";"16-18";"LUCAS MOREIRA";"06254";"Engenharia Ambiental";19091800449;1;TRUE;"06_distribuicao_binomial_07.Rnw";"Solucao_DA_21.pdf";1
170099849;2017;"EA";"18-21";"JHAMES MATOS";"06254";"Engenharia Ambiental";19091800557;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_50.pdf";1
170103323;2017;"DB";"16-18";"LUCAS MOREIRA";"06912";"Ciências Contábeis";19091800502;1;FALSE;"02_propriedade_probabilidade_10.Rnw";"Solucao_DB_43.pdf";1
170105067;2017;"BA";"10/dez";"JOSE AUGUSTO";"01741";"Engenharia de Computação";19091800129;1;FALSE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_04.pdf";1
170108716;2017;"EA";"18-21";"JHAMES MATOS";"06017";"Engenharia De Produção";19091800519;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_12.pdf";1
170108732;2017;"CC";"14-16";"EDUARDO YOSHIO";"06254";"Engenharia Ambiental";19091800403;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_35.pdf";1
170110656;2017;"BB";"10/dez";"THAIS CARVALHO";"03221";"Ciências Econômicas";19091800193;1;TRUE;"03_probabilidade_total_05.Rnw";"Solucao_BB_10.pdf";1
170110877;2017;"AB";"08/out";"ROBERTO VILA";"60844";"Engenharia Química";19091800115;1;FALSE;"04_teorema_Bayes_10.Rnw";"Solucao_AB_53.pdf";1
170111148;2017;"DA";"16-18";"LUCAS MOREIRA";"06424";"Engenharia Mecânica";19091800450;1;FALSE;"06_distribuicao_binomial_07.Rnw";"Solucao_DA_22.pdf";1
170111644;2017;"CB";"14-16";"LUCAS MOREIRA";"06254";"Engenharia Ambiental";19091800367;1;FALSE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_59.pdf";1
170112446;2017;"EA";"18-21";"JHAMES MATOS";"01741";"Engenharia de Computação";19091800527;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_20.pdf";1
170112772;2017;"EA";"18-21";"JHAMES MATOS";"01147";"Outros";19091800555;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_48.pdf";1
170113116;2017;"DA";"16-18";"LUCAS MOREIRA";"06254";"Engenharia Ambiental";19091800447;1;TRUE;"06_distribuicao_binomial_07.Rnw";"Solucao_DA_19.pdf";1
170113540;2017;"CA";"14-16";"ANDRE LUIZ";"60844";"Engenharia Química";19091800268;1;TRUE;"09_distribuicao_poisson_05.Rnw";"Solucao_CA_24.pdf";1
170113752;2017;"CB";"14-16";"LUCAS MOREIRA";"01449";"Outros";19091800313;1;TRUE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_05.pdf";1
170120058;2017;"EA";"18-21";"JHAMES MATOS";"06017";"Engenharia De Produção";19091800516;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_09.pdf";1
170121224;2017;"CC";"14-16";"EDUARDO YOSHIO";"06254";"Engenharia Ambiental";19091800404;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_36.pdf";1
170121283;2017;"CC";"14-16";"EDUARDO YOSHIO";"03221";"Ciências Econômicas";19091800418;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_50.pdf";1
170121631;2017;"CB";"14-16";"LUCAS MOREIRA";"06254";"Engenharia Ambiental";19091800331;1;TRUE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_23.pdf";1
170126307;2017;"CC";"14-16";"EDUARDO YOSHIO";"06912";"Ciências Contábeis";19091800417;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_49.pdf";1
170130860;2017;"CB";"14-16";"LUCAS MOREIRA";"06017";"Engenharia De Produção";19091800330;1;TRUE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_22.pdf";1
170130886;2017;"AA";"08/out";"CIRA ETHEOWALDA";"06335";"Engenharia Elétrica";19091800001;1;FALSE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_01.pdf";1
170136035;2017;"AA";"08/out";"CIRA ETHEOWALDA";"03221";"Ciências Econômicas";19091800050;1;FALSE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_50.pdf";1
170136922;2017;"CC";"14-16";"EDUARDO YOSHIO";"01236";"Outros";19091800419;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_51.pdf";1
170137643;2017;"DB";"16-18";"LUCAS MOREIRA";"06424";"Engenharia Mecânica";19091800500;1;TRUE;"02_propriedade_probabilidade_10.Rnw";"Solucao_DB_41.pdf";1
170138640;2017;"AA";"08/out";"CIRA ETHEOWALDA";"03221";"Ciências Econômicas";19091800017;1;TRUE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_17.pdf";1
170139051;2017;"BA";"10/dez";"JOSE AUGUSTO";"01325";"Outros";19091800131;1;FALSE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_06.pdf";1
170139107;2017;"CC";"14-16";"EDUARDO YOSHIO";"01368";"Outros";19091800369;1;TRUE;"05_variaveis_aleatorias_07.Rnw";"Solucao_CC_01.pdf";1
170139506;2017;"EA";"18-21";"JHAMES MATOS";"06017";"Engenharia De Produção";19091800515;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_08.pdf";1
170139794;2017;"CB";"14-16";"LUCAS MOREIRA";"01449";"Outros";19091800352;1;TRUE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_44.pdf";1
170140113;2017;"EA";"18-21";"JHAMES MATOS";"01899";"Outros";19091800530;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_23.pdf";1
170141632;2017;"EA";"18-21";"JHAMES MATOS";"06254";"Engenharia Ambiental";19091800545;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_38.pdf";1
170141934;2017;"CB";"14-16";"LUCAS MOREIRA";"06254";"Engenharia Ambiental";19091800328;1;TRUE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_20.pdf";1
170143911;2017;"EA";"18-21";"JHAMES MATOS";"06017";"Engenharia De Produção";19091800524;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_17.pdf";1
170145972;2017;"BA";"10/dez";"JOSE AUGUSTO";"06254";"Engenharia Ambiental";19091800140;1;FALSE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_15.pdf";1
170146464;2017;"CB";"14-16";"LUCAS MOREIRA";"06009";"Outros";19091800342;1;TRUE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_34.pdf";1
170149412;2017;"EA";"18-21";"JHAMES MATOS";"01899";"Outros";19091800514;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_07.pdf";1
170152235;2017;"EA";"18-21";"JHAMES MATOS";"01899";"Outros";19091800541;1;TRUE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_34.pdf";1
170162125;2017;"EA";"18-21";"JHAMES MATOS";"06017";"Engenharia De Produção";19091800509;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_02.pdf";1
170162354;2017;"BA";"10/dez";"JOSE AUGUSTO";"06424";"Engenharia Mecânica";19091800151;1;FALSE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_26.pdf";1
170163156;2017;"AB";"08/out";"ROBERTO VILA";"60844";"Engenharia Química";19091800114;1;TRUE;"04_teorema_Bayes_10.Rnw";"Solucao_AB_52.pdf";1
170163466;2017;"DB";"16-18";"LUCAS MOREIRA";"01899";"Outros";19091800479;1;TRUE;"02_propriedade_probabilidade_10.Rnw";"Solucao_DB_20.pdf";1
170163768;2017;"EA";"18-21";"JHAMES MATOS";"01899";"Outros";19091800558;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_51.pdf";1
170167445;2017;"DA";"16-18";"LUCAS MOREIRA";"01325";"Outros";19091800431;1;FALSE;"06_distribuicao_binomial_07.Rnw";"Solucao_DA_03.pdf";1
170170586;2017;"AA";"08/out";"CIRA ETHEOWALDA";"03221";"Ciências Econômicas";19091800008;1;FALSE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_08.pdf";1
180012801;2018;"BA";"10/dez";"JOSE AUGUSTO";"07692";"Outros";19091800128;1;FALSE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_03.pdf";1
180013688;2018;"DA";"16-18";"LUCAS MOREIRA";"01899";"Outros";19091800439;1;TRUE;"06_distribuicao_binomial_07.Rnw";"Solucao_DA_11.pdf";1
180013742;2018;"CB";"14-16";"LUCAS MOREIRA";"06912";"Ciências Contábeis";19091800318;1;FALSE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_10.pdf";1
180013904;2018;"CA";"14-16";"ANDRE LUIZ";"06351";"Engenharia De Redes De Comunicação";19091800247;1;TRUE;"09_distribuicao_poisson_05.Rnw";"Solucao_CA_03.pdf";1
180014277;2018;"EA";"18-21";"JHAMES MATOS";"06017";"Engenharia De Produção";19091800549;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_42.pdf";1
180014617;2018;"BA";"10/dez";"JOSE AUGUSTO";"06351";"Engenharia De Redes De Comunicação";19091800142;1;TRUE;"02_propriedade_probabilidade_07.Rnw";"Solucao_BA_17.pdf";1
180014625;2018;"BB";"10/dez";"THAIS CARVALHO";"01741";"Engenharia de Computação";19091800201;1;TRUE;"03_probabilidade_total_05.Rnw";"Solucao_BB_18.pdf";1
180015192;2018;"CA";"14-16";"ANDRE LUIZ";"06017";"Engenharia De Produção";19091800269;1;TRUE;"09_distribuicao_poisson_05.Rnw";"Solucao_CA_25.pdf";1
180015621;2018;"CA";"14-16";"ANDRE LUIZ";"06424";"Engenharia Mecânica";19091800290;1;TRUE;"09_distribuicao_poisson_05.Rnw";"Solucao_CA_46.pdf";1
180015885;2018;"BB";"10/dez";"THAIS CARVALHO";"03221";"Ciências Econômicas";19091800195;1;FALSE;"03_probabilidade_total_05.Rnw";"Solucao_BB_12.pdf";1
180016156;2018;"EA";"18-21";"JHAMES MATOS";"06017";"Engenharia De Produção";19091800539;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_32.pdf";1
180017233;2018;"AA";"08/out";"CIRA ETHEOWALDA";"06220";"Engenharia Civil";19091800018;1;TRUE;"06_distribuicao_binomial_06.Rnw";"Solucao_AA_18.pdf";1
180017349;2018;"CB";"14-16";"LUCAS MOREIRA";"01589";"Outros";19091800314;1;FALSE;"08_distribuicao_hipergeometrica_03.Rnw";"Solucao_CB_06.pdf";1
180017641;2018;"BB";"10/dez";"THAIS CARVALHO";"06254";"Engenharia Ambiental";19091800194;1;TRUE;"03_probabilidade_total_05.Rnw";"Solucao_BB_11.pdf";1
180018256;2018;"CA";"14-16";"ANDRE LUIZ";"06017";"Engenharia De Produção";19091800277;1;FALSE;"09_distribuicao_poisson_05.Rnw";"Solucao_CA_33.pdf";1
180018761;2018;"CA";"14-16";"ANDRE LUIZ";"06424";"Engenharia Mecânica";19091800262;1;TRUE;"09_distribuicao_poisson_05.Rnw";"Solucao_CA_18.pdf";1
180019015;2018;"BB";"10/dez";"THAIS CARVALHO";"06254";"Engenharia Ambiental";19091800202;1;TRUE;"03_probabilidade_total_05.Rnw";"Solucao_BB_19.pdf";1
180019457;2018;"EA";"18-21";"JHAMES MATOS";"06017";"Engenharia De Produção";19091800550;1;FALSE;"07_distribuicao_geometrica_04.Rnw";"Solucao_EA_43.pdf";1
180019732;2018;"AB";"08/out";"ROBERTO VILA";"06424";"Engenharia Mecânica";19091800074;1;FALSE;"04_teorema_Bayes_10.Rnw";"Solucao_AB_12.pdf";1
180019830;2018;"AB";"08/out";"ROBERTO VILA";"60844";"Engenharia Química";19091800085;1;TRUE;"04_teorema_Bayes_10.Rnw";"Solucao_AB_23.pdf";1
